OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;geo_shape;geo_point_2d
193;94;CAMBRONNE (SURFACE);5/M ET 8/M BOULEVARD GARIBALDI;5 M BOULEVARD GARIBALDI;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;648858.956;6861074.914;2019-05-01;7F 7H 7J 7K 15E 15F 15G 15K 15L 15M 15P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.303116352400447, 48.847687253205045]}";48.8476872532,2.3031163524
194;190;CAMBRONNE (SURFACE);5/M ET 8/M BOULEVARD GARIBALDI;8 M BOULEVARD GARIBALDI;E2;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;648838.756;6861035.73;2019-05-01;7F 7H 7J 7K 15E 15F 15G 15K 15L 15M 15P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.302845821441228, 48.847333270581935]}";48.8473332706,2.30284582144
211;111;DIDOT;2 TER RUE DIDOT;2 TER RUE DIDOT;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;OUI;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;4;ND;ND;ND;ND;ND;ND;15;ND;70,00;173,00;670,00;ND;650192.8852;6859530.4585;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1675,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.321473340944152, 48.83390245079516]}";48.8339024508,2.32147334094
272;149;MANDEL 2 (SURFACE);69 AVENUE GEORGES MANDEL;69 AVENUE GEORGES MANDEL;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2019;137,00;1370,00;OUI;822,00;1096,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;68,50;195,00;685,00;68,50;195,00;685,00;0;ND;ND;ND;ND;ND;647000.6554;6862887.5288;2019-05-01;16F 16G 16H 16I 16J 16K 16L 16M 16N 16P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.277569261485475, 48.86383763695142]}";48.863837637,2.27756926149
309;176;PORTE D ORLEANS;7 RUE DE LA LÉGION ÉTRANGÈRE ET 8 AVENUE DE LA PORTE D'ORLÉANS;8 AVENUE DE LA PORTE D ORLEANS;E2;14;SAEMES;WWW.SAEMES.FR;01 40 52 09 20;185;260;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2018;142,00;1420,00;OUI;852,00;1136,00;NON;ND;01/07/2018;0,85;1,70;3,35;5,05;6,70;10,05;13,40;23,45;26,80;30,15;30,15;30,15;30,15;30,15;14;71,00;199,00;710,00;71,00;199,00;710,00;24;1,15;49,70;139,30;497,00;15,00;650508.6083;6858024.4178;2019-05-01;TOUT PARIS;0,30;0,60;10,35;OUI;297,70;397,60;NON;ND;1820,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.325949389761584, 48.82038276992376]}";48.8203827699,2.32594938976
323;144;SAINT JACQUES 2 (SURFACE);4/M BOULEVARD SAINT JACQUES;4 M BOULEVARD SAINT JACQUES;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;651614.6666;6859331.2223;2019-05-01;5E 13F 13G 13H 13J 13L 14H 14J 14L 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.340864135927218, 48.832219009150165]}";48.8322190092,2.34086413593
330;95;SAXE (SURFACE);54/M AVENUE DE SAXE;54 M AVENUE DE SAXE;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2019;137,00;1370,00;OUI;822,00;1096,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;68,50;195,00;685,00;68,50;195,00;685,00;0;ND;ND;ND;ND;ND;649527.7136;6860950.9963;2019-05-01;6F 7H 7J 7K 7M 7N 14N 15G 15H 15J 15K;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.312243554524215, 48.84662560000733]}";48.8466256,2.31224355452
335;63;SUFFREN;8 TER PLACE JOFFRE, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;8 TER PLACE JOFFRE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;648856.503;6861709.344;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.303006619668331, 48.853392428967545]}";48.853392429,2.30300661967
338;36;TERNES;4, 38 ET 61 AVENUE DES TERNES;38 AVENUE DES TERNES;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 72 17 61;185;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/01/2019;240,00;2400,00;OUI;1046,50;1744,50;NON;ND;01/01/2019;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;22;120,00;336,00;1200,00;120,00;336,00;1200,00;100;1,45;84,00;235,20;840,00;10,00;648173.0977;6864565.613;2019-05-01;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,40;0,75;13,05;OUI;366,00;610,50;NON;ND;3000,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.293345187761946, 48.8790235907566]}";48.8790235908,2.29334518776
199;75;CHAMPAGNY;15/M RUE CASIMIR PÉRIER;15 M RUE CASIMIR PERIER;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;650068.5712;6862211.2327;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3415,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.31946514223471, 48.85800093033438]}";48.8580009303,2.31946514223
203;120;CHARLETY COUBERTIN;29 AVENUE PIERRE DE COUBERTIN;29 AVENUE PIERRE DE COUBERTIN;E1;13;SAEMES;WWW.SAEMES.FR;01 45 65 25 61;185;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/07/2018;121,00;1318,00;NON;ND;ND;OUI;922,60;01/07/2018;0,95;1,90;3,80;5,70;7,60;11,40;15,20;26,60;30,40;34,20;34,20;34,20;34,20;34,20;5;ND;ND;ND;60,50;169,00;659,00;16;ND;49,00;136,00;527,00;15,00;651855.565;6857671.344;2019-05-01;13E 13F 13G 13L 13M 13N 14H;ND;ND;ND;NON;ND;ND;OUI;395,00;1648,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.344333410541081, 48.81730950550779]}";48.8173095055,2.34433341054
213;109;ETOILE FRIEDLAND;14 TER ET 39 TER AVENUE FRIEDLAND;14 TER AVENUE FRIEDLAND;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 89 69 64;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;292,00;2936,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;ND;ND;1468,00;5;ND;ND;ND;ND;ND;648737.1323;6864067.587;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.301095443346493, 48.87459014255856]}";48.8745901426,2.30109544335
230;69;GOUTTE D OR;10 RUE DE LA GOUTTE D'OR;10 RUE DE LA GOUTTE D OR;E1;18;SAEMES;WWW.SAEMES.FR;01 42 62 78 71;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/07/2018;120,00;1260,00;NON;ND;ND;OUI;882,00;01/01/2019;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;0;ND;ND;ND;60,00;166,00;630,00;9;ND;ND;ND;ND;48,00;652631.4909;6865202.2877;2019-05-01;9F 10G 18F 18G 18H 18J 18L 18N 19G;ND;ND;ND;NON;ND;ND;OUI;378,00;1764,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.354061097827482, 48.885092393342504]}";48.8850923933,2.35406109783
236;41;HARLAY (PONT NEUF);40 BIS QUAI DES ORFÈVRES;40 BIS QUAI DES ORFEVRES;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 46 33 97 48;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;01/08/2016;246,00;2558,00;NON;ND;ND;OUI;1790,60;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;7;ND;ND;ND;123,00;350,55;1279,00;61;ND;89,00;253,50;925,60;ND;651751.6431;6861971.7982;2019-05-01;1E 34F 4E 5G 5H 5J 6E;ND;ND;ND;NON;ND;ND;NON;ND;2992,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.342430479790229, 48.855975972058324]}";48.8559759721,2.34243047979
241;137;HENRI MARTIN 2 (SURFACE);84 AVENUE HENRI MARTIN;84 AVENUE HENRI MARTIN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2019;143,60;1436,00;OUI;861,00;1148,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;71,80;205,00;718,00;71,80;205,00;718,00;0;ND;ND;ND;ND;ND;646538.6764;6862901.7917;2019-05-01;16J 16K 16L 16M 16N 16P 16R 16S;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.271270616567385, 48.863927723744645]}";48.8639277237,2.27127061657
179;1;AMPERE;93 TER RUE AMPÈRE;93 TER RUE AMPERE;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;11/07/2017;325,00;3250,00;OUI;1950,00;2600,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;162,50;455,00;1625,00;162,50;455,00;1625,00;0;ND;113,75;318,50;1137,50;ND;648567.3594;6865253.2159;2019-05-01;17G 17H 17J 17K 17L 17M 17N;ND;ND;ND;OUI;682,50;910,00;NON;ND;4062,50;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.298637351968909, 48.88523856996591]}";48.88523857,2.29863735197
280;18;MEYERBEER (OPERA);2 TER RUE DE LA CHAUSSÉE D'ANTIN;2 TER RUE DE LA CHAUSSEE D ANTIN;E1;9;SAEMES;WWW.SAEMES.FR;01 47 42 95 14;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2018;282,00;2820,00;OUI;1226,20;1635,00;NON;ND;01/07/2018;0,95;1,90;3,75;5,65;7,50;11,25;15,00;26,25;30,00;33,75;33,75;33,75;33,75;33,75;14;141,00;402,00;1410,00;141,00;402,00;1410,00;46;1,30;98,70;281,00;987,00;10,00;651155.8835;6863691.089;2019-05-01;1E 2E 9E 9F 9G;0,35;0,70;11,70;OUI;429,00;572,00;NON;ND;3530,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.334113749543752, 48.87139237288018]}";48.8713923729,2.33411374954
307;49;PORTE DE VERSAILLES;40 TER BOULEVARD VICTOR;40 TER BOULEVARD VICTOR;E1;15;SAGS;WWW.SAGS.FR;01 53 68 46 09;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/02/2018;216,00;2160,00;OUI;1296,00;1728,00;NON;ND;01/03/2019;1,10;2,20;4,60;6,80;9,20;13,80;18,40;32,20;36,80;41,40;46,00;46,00;46,00;46,00;10;108,00;302,00;1080,00;108,00;302,00;1080,00;20;1,60;75,60;211,40;756,00;ND;647532.541;6859510.906;2019-05-01;15N 15P 15S 15T 15U 15V 15W 15X;0,30;0,70;16,00;OUI;453,60;604,80;NON;ND;2700,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.285235580990352, 48.83351553436419]}";48.8335155344,2.28523558099
345;59;VICTOR HUGO POMPE;122 AVENUE VICTOR HUGO;122 AVENUE VICTOR HUGO;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 27 22 69;190;;VISITEURS ET ABONNES;24h / 24;NON;NON;OUI;NON;NON;01/08/2016;315,00;3276,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;0;157,50;449,00;1638,00;157,50;449,00;1638,00;9;1,60;110,00;314,00;1147,00;10,00;647228.2267;6863326.622;2019-05-01;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4095,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.280616572772571, 48.86780498094872]}";48.8678049809,2.28061657277
197;105;CARPEAUX;7 RUE CARPEAUX;7 RUE CARPEAUX;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;ND;121,00;ND;ND;ND;ND;5;ND;72,00;194,00;698,00;ND;650857.805;6865802.8063;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1744,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.329805934836366, 48.89035971288383]}";48.8903597129,2.32980593484
209;73;DAMREMONT;73 RUE DAMREMONT;73 RUE DAMREMONT;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;220;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;OUI;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;9;ND;ND;219,00;835,00;ND;651292.9268;6866078.3552;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2087,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.335708167550798, 48.89287067974816]}";48.8928706797,2.33570816755
231;90;GRENELLE 1 (SURFACE);34/M BOULEVARD DE GRENELLE;34 M BOULEVARD DE GRENELLE;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;647951.927;6861584.403;2019-05-01;7E 7F 7H 15E 15F 15L 15M 15P 16P 16T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.290694836754642, 48.852196408489526]}";48.8521964085,2.29069483675
232;91;GRENELLE 2 (SURFACE);16/M ET 19/M BOULEVARD DE GRENELLE;16 M BOULEVARD DE GRENELLE;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;OUI;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;647872.225;6861707.913;2019-05-01;7E 7F 7H 15E 15F 15L 15M 15P 16P 16T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.289593582853247, 48.85330067509725]}";48.8533006751,2.28959358285
261;30;MADELEINE TRONCHET;21/M PLACE DE LA MADELEINE;21 M PLACE DE LA MADELEINE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 47 42 30 86;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;306,00;3060,00;OUI;1836,00;2448,00;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;20;153,00;429,00;1530,00;153,00;429,00;1530,00;153;1,60;105,00;294,00;1050,00;11,50;650413.1329;6863625.6276;2019-05-01;1E 2E 8E 8F 8G 8H 8J 8K 8L 9E 9G;0,40;0,80;13,60;OUI;630,00;840,00;NON;ND;3564,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.323996046629166, 48.87074693759888]}";48.8707469376,2.32399604663
276;156;MARIGNY CHATEAU;10 COURS MARIGNY;10 COURS MARIGNY;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 43 74 96 43;190;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;OUI;NON;01/01/2018;105,00;1050,00;NON;ND;ND;NON;ND;01/01/2018;0,40;0,80;1,65;2,45;3,30;4,95;6,60;11,55;13,20;14,85;14,85;14,85;14,85;14,85;11;52,50;141,50;525,00;52,50;141,50;525,00;24;0,55;35,00;94,50;350,00;10,00;658875.9515;6860729.8275;2019-05-01;ND;0,10;0,25;4,95;NON;ND;ND;NON;ND;1310,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.439643170562296, 48.84530105257913]}";48.8453010526,2.43964317056
177;110;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;17 TER AVENUE GEORGE V;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 47 23 06 86;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;305,00;3172,00;NON;ND;ND;OUI;2220,40;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;152,50;434,50;1586,00;0;ND;122,00;347,60;1268,80;ND;648721.9597;6863223.1168;2019-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585,30;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.300990512750459, 48.86699483257704]}";48.8669948326,2.30099051275
289;16;PASSY;82 RUE DE PASSY;82 RUE DE PASSY;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 45 24 25 09;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;363,00;3775,00;OUI;2265,00;3020,00;NON;ND;01/03/2018;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;34,80;37,80;37,80;37,80;37,80;37,80;8;181,50;517,00;1888,00;181,50;517,00;1888,00;14;1,50;127,00;362,00;1321,00;16,80;646845.0612;6862266.1373;2019-05-01;16K 16L 16M 16N 16P 16R 16S 16T 16U;0,35;0,70;12,75;OUI;792,75;1057,00;NON;ND;5335,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.275526196273249, 48.85823677015599]}";48.8582367702,2.27552619627
293;79;PEREIRE;211/M BOULEVARD PÉREIRE;211 M BOULEVARD PEREIRE;E1;17;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2016;ND;1910,00;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;21;ND;ND;339,00;1256,00;ND;647948.96;6864780.012;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3141,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.290262981257821, 48.880933529598785]}";48.8809335296,2.29026298126
294;17;PICPUS NATION;65/M ET 77/M BOULEVARD DE PICPUS;65 M BOULEVARD DE PICPUS;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 46 28 60 47;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;124,00;1290,00;NON;ND;ND;OUI;1188,00;01/08/2016;0,75;1,50;3,00;4,50;6,00;9,00;12,00;21,00;24,00;27,00;27,00;27,00;27,00;27,00;19;62,00;177,00;645,00;62,00;177,00;645,00;40;0,80;43,00;124,00;452,00;10,00;655961.0829;6860879.6579;2019-05-01;11E 11F 11G 11H 11J 11K 11L 12E 12G 12H 12J 12M 12N 12P 12R 20E 20F 20G 20H 20J 20K 20L 20M 20N 20P 20R;0,20;0,40;7,20;NON;ND;ND;NON;ND;1613,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.399911095909342, 48.84645586235901]}";48.8464558624,2.39991109591
310;64;PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 00 11;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/08/2016;208,00;2163,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;40;ND;ND;ND;ND;ND;1082,00;9;ND;112,00;319,00;1165,00;ND;647380.2712;6864575.3494;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2756,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.282534459216831, 48.87904685235436]}";48.8790468524,2.28253445922
342;100;VAN GOGH;203 TER RUE DE BERCY;203 TER RUE DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;NON;OUI;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;653893.3059;6860699.2014;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2072,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.371755606158589, 48.84468837383502]}";48.8446883738,2.37175560616
208;104;CROIX DES PETITS CHAMPS;14 RUE CROIX DES PETITS CHAMPS;14 RUE CROIX DES PETITS CHAMPS;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 47 03 92 21;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;OUI;01/08/2016;377,00;3921,00;NON;ND;ND;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;7;188,50;537,00;1960,50;188,50;537,00;1960,50;17;1,60;112,20;320,00;1167,70;10,20;651542.0795;6862785.5491;2019-05-01;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4901,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.339481732900379, 48.8632781995297]}";48.8632781995,2.3394817329
